test,cost,coverage,pastFaults, newFaults
4100,126240.0,47,0,134
1462,126240.0,47,0,134
2596,126240.0,47,0,134
54,126240.0,47,0,134
2963,126240.0,47,0,134
4100,126240.0,47,0,134
1462,126240.0,47,0,134
2596,126240.0,47,0,134
54,126240.0,47,0,134
2963,126240.0,47,0,134
4100,126240.0,47,0,134
1462,126240.0,47,0,134
2596,126240.0,47,0,134
54,126240.0,47,0,134
2963,126240.0,47,0,134
4100,126240.0,47,0,134
1462,126240.0,47,0,134
2596,126240.0,47,0,134
54,126240.0,47,0,134
2963,126240.0,47,0,134
4100,126240.0,47,0,134
1462,126240.0,47,0,134
2596,126240.0,47,0,134
54,126240.0,47,0,134
2963,126240.0,47,0,134
4100,126240.0,47,0,134
1462,126240.0,47,0,134
2596,126240.0,47,0,134
54,126240.0,47,0,134
2963,126240.0,47,0,134
4100,126240.0,47,0,134
1462,126240.0,47,0,134
2596,126240.0,47,0,134
54,126240.0,47,0,134
2963,126240.0,47,0,134
4100,126240.0,47,0,134
1462,126240.0,47,0,134
2596,126240.0,47,0,134
54,126240.0,47,0,134
2963,126240.0,47,0,134
4100,126240.0,47,0,134
1462,126240.0,47,0,134
2596,126240.0,47,0,134
54,126240.0,47,0,134
2963,126240.0,47,0,134
4100,126240.0,47,0,134
1462,126240.0,47,0,134
2596,126240.0,47,0,134
54,126240.0,47,0,134
2963,126240.0,47,0,134
4100,126240.0,47,0,134
1462,126240.0,47,0,134
2596,126240.0,47,0,134
54,126240.0,47,0,134
2963,126240.0,47,0,134
4100,126240.0,47,0,134
1462,126240.0,47,0,134
2596,126240.0,47,0,134
54,126240.0,47,0,134
2963,126240.0,47,0,134
4100,126240.0,47,0,134
1462,126240.0,47,0,134
2596,126240.0,47,0,134
54,126240.0,47,0,134
2963,126240.0,47,0,134
4100,126240.0,47,0,134
1462,126240.0,47,0,134
2596,126240.0,47,0,134
54,126240.0,47,0,134
2963,126240.0,47,0,134
4100,126240.0,47,0,134
1462,126240.0,47,0,134
2596,126240.0,47,0,134
54,126240.0,47,0,134
2963,126240.0,47,0,134
4100,126240.0,47,0,134
1462,126240.0,47,0,134
2596,126240.0,47,0,134
54,126240.0,47,0,134
2963,126240.0,47,0,134
4100,126240.0,47,0,134
1462,126240.0,47,0,134
2596,126240.0,47,0,134
54,126240.0,47,0,134
2963,126240.0,47,0,134
4100,126240.0,47,0,134
1462,126240.0,47,0,134
2596,126240.0,47,0,134
54,126240.0,47,0,134
2963,126240.0,47,0,134
4100,126240.0,47,0,134
1462,126240.0,47,0,134
2596,126240.0,47,0,134
54,126240.0,47,0,134
2963,126240.0,47,0,134
4100,126240.0,47,0,134
1462,126240.0,47,0,134
2596,126240.0,47,0,134
54,126240.0,47,0,134
2963,126240.0,47,0,134
4100,126240.0,47,0,134
1462,126240.0,47,0,134
2596,126240.0,47,0,134
54,126240.0,47,0,134
2963,126240.0,47,0,134
4100,126240.0,47,0,134
1462,126240.0,47,0,134
2596,126240.0,47,0,134
54,126240.0,47,0,134
2963,126240.0,47,0,134
4100,126240.0,47,0,134
1462,126240.0,47,0,134
2596,126240.0,47,0,134
54,126240.0,47,0,134
2963,126240.0,47,0,134
4100,126240.0,47,0,134
1462,126240.0,47,0,134
2596,126240.0,47,0,134
54,126240.0,47,0,134
2963,126240.0,47,0,134
4100,126240.0,47,0,134
1462,126240.0,47,0,134
2596,126240.0,47,0,134
54,126240.0,47,0,134
2963,126240.0,47,0,134
4100,126240.0,47,0,134
1462,126240.0,47,0,134
2596,126240.0,47,0,134
54,126240.0,47,0,134
2963,126240.0,47,0,134
4100,126240.0,47,0,134
1462,126240.0,47,0,134
2596,126240.0,47,0,134
54,126240.0,47,0,134
2963,126240.0,47,0,134
4100,126240.0,47,0,134
1462,126240.0,47,0,134
2596,126240.0,47,0,134
54,126240.0,47,0,134
2963,126240.0,47,0,134
4100,126240.0,47,0,134
1462,126240.0,47,0,134
2596,126240.0,47,0,134
54,126240.0,47,0,134
2963,126240.0,47,0,134
4100,126240.0,47,0,134
1462,126240.0,47,0,134
2596,126240.0,47,0,134
54,126240.0,47,0,134
2963,126240.0,47,0,134
4100,126240.0,47,0,134
1462,126240.0,47,0,134
2596,126240.0,47,0,134
54,126240.0,47,0,134
2963,126240.0,47,0,134
4100,126240.0,47,0,134
1462,126240.0,47,0,134
2596,126240.0,47,0,134
54,126240.0,47,0,134
2963,126240.0,47,0,134
4100,126240.0,47,0,134
1462,126240.0,47,0,134
2596,126240.0,47,0,134
54,126240.0,47,0,134
2963,126240.0,47,0,134
4100,126240.0,47,0,134
1462,126240.0,47,0,134
2596,126240.0,47,0,134
54,126240.0,47,0,134
2963,126240.0,47,0,134
4100,126240.0,47,0,134
1462,126240.0,47,0,134
2596,126240.0,47,0,134
54,126240.0,47,0,134
2963,126240.0,47,0,134
4100,126240.0,47,0,134
1462,126240.0,47,0,134
2596,126240.0,47,0,134
54,126240.0,47,0,134
2963,126240.0,47,0,134
4100,126240.0,47,0,134
1462,126240.0,47,0,134
2596,126240.0,47,0,134
54,126240.0,47,0,134
2963,126240.0,47,0,134
4100,126240.0,47,0,134
1462,126240.0,47,0,134
2596,126240.0,47,0,134
54,126240.0,47,0,134
2963,126240.0,47,0,134
4100,126240.0,47,0,134
1462,126240.0,47,0,134
2596,126240.0,47,0,134
54,126240.0,47,0,134
2963,126240.0,47,0,134
4100,126240.0,47,0,134
1462,126240.0,47,0,134
2596,126240.0,47,0,134
54,126240.0,47,0,134
2963,126240.0,47,0,134
4100,126240.0,47,0,134
1462,126240.0,47,0,134
2596,126240.0,47,0,134
54,126240.0,47,0,134
2963,126240.0,47,0,134
4100,126240.0,47,0,134
1462,126240.0,47,0,134
2596,126240.0,47,0,134
54,126240.0,47,0,134
2963,126240.0,47,0,134
4100,126240.0,47,0,134
1462,126240.0,47,0,134
2596,126240.0,47,0,134
54,126240.0,47,0,134
2963,126240.0,47,0,134
4100,126240.0,47,0,134
1462,126240.0,47,0,134
2596,126240.0,47,0,134
54,126240.0,47,0,134
2963,126240.0,47,0,134
4100,126240.0,47,0,134
1462,126240.0,47,0,134
2596,126240.0,47,0,134
54,126240.0,47,0,134
2963,126240.0,47,0,134
4100,126240.0,47,0,134
1462,126240.0,47,0,134
2596,126240.0,47,0,134
54,126240.0,47,0,134
2963,126240.0,47,0,134
4100,126240.0,47,0,134
1462,126240.0,47,0,134
2596,126240.0,47,0,134
54,126240.0,47,0,134
2963,126240.0,47,0,134
4100,126240.0,47,0,134
1462,126240.0,47,0,134
2596,126240.0,47,0,134
54,126240.0,47,0,134
2963,126240.0,47,0,134
4100,126240.0,47,0,134
1462,126240.0,47,0,134
2596,126240.0,47,0,134
54,126240.0,47,0,134
2963,126240.0,47,0,134
4100,126240.0,47,0,134
1462,126240.0,47,0,134
2596,126240.0,47,0,134
54,126240.0,47,0,134
2963,126240.0,47,0,134
4100,126240.0,47,0,134
1462,126240.0,47,0,134
2596,126240.0,47,0,134
54,126240.0,47,0,134
2963,126240.0,47,0,134
4100,126240.0,47,0,134
1462,126240.0,47,0,134
2596,126240.0,47,0,134
54,126240.0,47,0,134
2963,126240.0,47,0,134
4100,126240.0,47,0,134
1462,126240.0,47,0,134
2596,126240.0,47,0,134
54,126240.0,47,0,134
2963,126240.0,47,0,134
4100,126240.0,47,0,134
1462,126240.0,47,0,134
2596,126240.0,47,0,134
54,126240.0,47,0,134
2963,126240.0,47,0,134
4100,126240.0,47,0,134
1462,126240.0,47,0,134
2596,126240.0,47,0,134
54,126240.0,47,0,134
2963,126240.0,47,0,134
4100,126240.0,47,0,134
1462,126240.0,47,0,134
2596,126240.0,47,0,134
54,126240.0,47,0,134
2963,126240.0,47,0,134
4100,126240.0,47,0,134
1462,126240.0,47,0,134
2596,126240.0,47,0,134
54,126240.0,47,0,134
2963,126240.0,47,0,134
4100,126240.0,47,0,134
1462,126240.0,47,0,134
2596,126240.0,47,0,134
54,126240.0,47,0,134
2963,126240.0,47,0,134
4100,126240.0,47,0,134
1462,126240.0,47,0,134
2596,126240.0,47,0,134
54,126240.0,47,0,134
2963,126240.0,47,0,134
4100,126240.0,47,0,134
1462,126240.0,47,0,134
2596,126240.0,47,0,134
54,126240.0,47,0,134
2963,126240.0,47,0,134
4100,126240.0,47,0,134
1462,126240.0,47,0,134
2596,126240.0,47,0,134
54,126240.0,47,0,134
2963,126240.0,47,0,134
4100,126240.0,47,0,134
1462,126240.0,47,0,134
2596,126240.0,47,0,134
54,126240.0,47,0,134
2963,126240.0,47,0,134
4100,126240.0,47,0,134
1462,126240.0,47,0,134
2596,126240.0,47,0,134
54,126240.0,47,0,134
2963,126240.0,47,0,134
4100,126240.0,47,0,134
1462,126240.0,47,0,134
2596,126240.0,47,0,134
54,126240.0,47,0,134
2963,126240.0,47,0,134
4100,126240.0,47,0,134
1462,126240.0,47,0,134
2596,126240.0,47,0,134
54,126240.0,47,0,134
2963,126240.0,47,0,134
4100,126240.0,47,0,134
1462,126240.0,47,0,134
2596,126240.0,47,0,134
54,126240.0,47,0,134
2963,126240.0,47,0,134
4100,126240.0,47,0,134
1462,126240.0,47,0,134
2596,126240.0,47,0,134
54,126240.0,47,0,134
2963,126240.0,47,0,134
4100,126240.0,47,0,134
1462,126240.0,47,0,134
2596,126240.0,47,0,134
54,126240.0,47,0,134
2963,126240.0,47,0,134
4100,126240.0,47,0,134
1462,126240.0,47,0,134
2596,126240.0,47,0,134
54,126240.0,47,0,134
2963,126240.0,47,0,134
4100,126240.0,47,0,134
1462,126240.0,47,0,134
2596,126240.0,47,0,134
54,126240.0,47,0,134
2963,126240.0,47,0,134
4100,126240.0,47,0,134
1462,126240.0,47,0,134
2596,126240.0,47,0,134
54,126240.0,47,0,134
2963,126240.0,47,0,134
4100,126240.0,47,0,134
1462,126240.0,47,0,134
2596,126240.0,47,0,134
54,126240.0,47,0,134
2963,126240.0,47,0,134
4100,126240.0,47,0,134
1462,126240.0,47,0,134
2596,126240.0,47,0,134
54,126240.0,47,0,134
2963,126240.0,47,0,134
4100,126240.0,47,0,134
1462,126240.0,47,0,134
2596,126240.0,47,0,134
54,126240.0,47,0,134
2963,126240.0,47,0,134
4100,126240.0,47,0,134
1462,126240.0,47,0,134
2596,126240.0,47,0,134
54,126240.0,47,0,134
2963,126240.0,47,0,134
4100,126240.0,47,0,134
1462,126240.0,47,0,134
2596,126240.0,47,0,134
54,126240.0,47,0,134
2963,126240.0,47,0,134
4100,126240.0,47,0,134
1462,126240.0,47,0,134
2596,126240.0,47,0,134
54,126240.0,47,0,134
2963,126240.0,47,0,134
4100,126240.0,47,0,134
1462,126240.0,47,0,134
2596,126240.0,47,0,134
54,126240.0,47,0,134
2963,126240.0,47,0,134
4100,126240.0,47,0,134
1462,126240.0,47,0,134
2596,126240.0,47,0,134
54,126240.0,47,0,134
2963,126240.0,47,0,134
4100,126240.0,47,0,134
1462,126240.0,47,0,134
2596,126240.0,47,0,134
54,126240.0,47,0,134
2963,126240.0,47,0,134
4100,126240.0,47,0,134
1462,126240.0,47,0,134
2596,126240.0,47,0,134
54,126240.0,47,0,134
2963,126240.0,47,0,134
4100,126240.0,47,0,134
1462,126240.0,47,0,134
2596,126240.0,47,0,134
54,126240.0,47,0,134
2963,126240.0,47,0,134
4100,126240.0,47,0,134
1462,126240.0,47,0,134
2596,126240.0,47,0,134
54,126240.0,47,0,134
2963,126240.0,47,0,134
4100,126240.0,47,0,134
1462,126240.0,47,0,134
2596,126240.0,47,0,134
54,126240.0,47,0,134
2963,126240.0,47,0,134
4100,126240.0,47,0,134
1462,126240.0,47,0,134
2596,126240.0,47,0,134
54,126240.0,47,0,134
2963,126240.0,47,0,134
4100,126240.0,47,0,134
1462,126240.0,47,0,134
2596,126240.0,47,0,134
54,126240.0,47,0,134
2963,126240.0,47,0,134
4100,126240.0,47,0,134
1462,126240.0,47,0,134
2596,126240.0,47,0,134
54,126240.0,47,0,134
2963,126240.0,47,0,134
4100,126240.0,47,0,134
1462,126240.0,47,0,134
2596,126240.0,47,0,134
54,126240.0,47,0,134
2963,126240.0,47,0,134
4100,126240.0,47,0,134
1462,126240.0,47,0,134
2596,126240.0,47,0,134
54,126240.0,47,0,134
2963,126240.0,47,0,134
4100,126240.0,47,0,134
1462,126240.0,47,0,134
2596,126240.0,47,0,134
54,126240.0,47,0,134
2963,126240.0,47,0,134
4100,126240.0,47,0,134
1462,126240.0,47,0,134
2596,126240.0,47,0,134
54,126240.0,47,0,134
2963,126240.0,47,0,134
4100,126240.0,47,0,134
1462,126240.0,47,0,134
2596,126240.0,47,0,134
54,126240.0,47,0,134
2963,126240.0,47,0,134
4100,126240.0,47,0,134
1462,126240.0,47,0,134
2596,126240.0,47,0,134
54,126240.0,47,0,134
2963,126240.0,47,0,134
4100,126240.0,47,0,134
1462,126240.0,47,0,134
2596,126240.0,47,0,134
54,126240.0,47,0,134
2963,126240.0,47,0,134
4100,126240.0,47,0,134
1462,126240.0,47,0,134
2596,126240.0,47,0,134
54,126240.0,47,0,134
2963,126240.0,47,0,134
4100,126240.0,47,0,134
1462,126240.0,47,0,134
2596,126240.0,47,0,134
54,126240.0,47,0,134
2963,126240.0,47,0,134
4100,126240.0,47,0,134
1462,126240.0,47,0,134
2596,126240.0,47,0,134
54,126240.0,47,0,134
2963,126240.0,47,0,134
4100,126240.0,47,0,134
1462,126240.0,47,0,134
2596,126240.0,47,0,134
54,126240.0,47,0,134
2963,126240.0,47,0,134
4100,126240.0,47,0,134
1462,126240.0,47,0,134
2596,126240.0,47,0,134
54,126240.0,47,0,134
2963,126240.0,47,0,134
4100,126240.0,47,0,134
1462,126240.0,47,0,134
2596,126240.0,47,0,134
54,126240.0,47,0,134
2963,126240.0,47,0,134
4100,126240.0,47,0,134
1462,126240.0,47,0,134
2596,126240.0,47,0,134
54,126240.0,47,0,134
2963,126240.0,47,0,134
4100,126240.0,47,0,134
1462,126240.0,47,0,134
2596,126240.0,47,0,134
54,126240.0,47,0,134
2963,126240.0,47,0,134
4100,126240.0,47,0,134
1462,126240.0,47,0,134
2596,126240.0,47,0,134
54,126240.0,47,0,134
2963,126240.0,47,0,134
4100,126240.0,47,0,134
1462,126240.0,47,0,134
2596,126240.0,47,0,134
54,126240.0,47,0,134
2963,126240.0,47,0,134
4100,126240.0,47,0,134
1462,126240.0,47,0,134
2596,126240.0,47,0,134
54,126240.0,47,0,134
2963,126240.0,47,0,134
4100,126240.0,47,0,134
1462,126240.0,47,0,134
2596,126240.0,47,0,134
54,126240.0,47,0,134
2963,126240.0,47,0,134
4100,126240.0,47,0,134
1462,126240.0,47,0,134
2596,126240.0,47,0,134
54,126240.0,47,0,134
2963,126240.0,47,0,134
4100,126240.0,47,0,134
1462,126240.0,47,0,134
2596,126240.0,47,0,134
54,126240.0,47,0,134
2963,126240.0,47,0,134
4100,126240.0,47,0,134
1462,126240.0,47,0,134
2596,126240.0,47,0,134
54,126240.0,47,0,134
2963,126240.0,47,0,134
4100,126240.0,47,0,134
1462,126240.0,47,0,134
2596,126240.0,47,0,134
54,126240.0,47,0,134
2963,126240.0,47,0,134
4100,126240.0,47,0,134
1462,126240.0,47,0,134
2596,126240.0,47,0,134
54,126240.0,47,0,134
2963,126240.0,47,0,134
4100,126240.0,47,0,134
1462,126240.0,47,0,134
2596,126240.0,47,0,134
54,126240.0,47,0,134
2963,126240.0,47,0,134
4100,126240.0,47,0,134
1462,126240.0,47,0,134
2596,126240.0,47,0,134
54,126240.0,47,0,134
2963,126240.0,47,0,134
4100,126240.0,47,0,134
1462,126240.0,47,0,134
2596,126240.0,47,0,134
54,126240.0,47,0,134
2963,126240.0,47,0,134
4100,126240.0,47,0,134
1462,126240.0,47,0,134
2596,126240.0,47,0,134
54,126240.0,47,0,134
2963,126240.0,47,0,134
4100,126240.0,47,0,134
1462,126240.0,47,0,134
2596,126240.0,47,0,134
54,126240.0,47,0,134
2963,126240.0,47,0,134
4100,126240.0,47,0,134
1462,126240.0,47,0,134
2596,126240.0,47,0,134
54,126240.0,47,0,134
2963,126240.0,47,0,134
4100,126240.0,47,0,134
1462,126240.0,47,0,134
2596,126240.0,47,0,134
54,126240.0,47,0,134
2963,126240.0,47,0,134
4100,126240.0,47,0,134
1462,126240.0,47,0,134
2596,126240.0,47,0,134
54,126240.0,47,0,134
2963,126240.0,47,0,134
4100,126240.0,47,0,134
1462,126240.0,47,0,134
2596,126240.0,47,0,134
54,126240.0,47,0,134
2963,126240.0,47,0,134
4100,126240.0,47,0,134
1462,126240.0,47,0,134
2596,126240.0,47,0,134
54,126240.0,47,0,134
2963,126240.0,47,0,134
4100,126240.0,47,0,134
1462,126240.0,47,0,134
2596,126240.0,47,0,134
54,126240.0,47,0,134
2963,126240.0,47,0,134
4100,126240.0,47,0,134
1462,126240.0,47,0,134
2596,126240.0,47,0,134
54,126240.0,47,0,134
2963,126240.0,47,0,134
4100,126240.0,47,0,134
1462,126240.0,47,0,134
2596,126240.0,47,0,134
54,126240.0,47,0,134
2963,126240.0,47,0,134
4100,126240.0,47,0,134
1462,126240.0,47,0,134
2596,126240.0,47,0,134
54,126240.0,47,0,134
2963,126240.0,47,0,134
4100,126240.0,47,0,134
1462,126240.0,47,0,134
2596,126240.0,47,0,134
54,126240.0,47,0,134
2963,126240.0,47,0,134
4100,126240.0,47,0,134
1462,126240.0,47,0,134
2596,126240.0,47,0,134
54,126240.0,47,0,134
2963,126240.0,47,0,134
4100,126240.0,47,0,134
1462,126240.0,47,0,134
2596,126240.0,47,0,134
54,126240.0,47,0,134
2963,126240.0,47,0,134
4100,126240.0,47,0,134
1462,126240.0,47,0,134
2596,126240.0,47,0,134
54,126240.0,47,0,134
2963,126240.0,47,0,134
4100,126240.0,47,0,134
1462,126240.0,47,0,134
2596,126240.0,47,0,134
54,126240.0,47,0,134
2963,126240.0,47,0,134
4100,126240.0,47,0,134
1462,126240.0,47,0,134
2596,126240.0,47,0,134
54,126240.0,47,0,134
2963,126240.0,47,0,134
4100,126240.0,47,0,134
1462,126240.0,47,0,134
2596,126240.0,47,0,134
54,126240.0,47,0,134
2963,126240.0,47,0,134
4100,126240.0,47,0,134
1462,126240.0,47,0,134
2596,126240.0,47,0,134
54,126240.0,47,0,134
2963,126240.0,47,0,134
4100,126240.0,47,0,134
1462,126240.0,47,0,134
2596,126240.0,47,0,134
54,126240.0,47,0,134
2963,126240.0,47,0,134
4100,126240.0,47,0,134
1462,126240.0,47,0,134
2596,126240.0,47,0,134
54,126240.0,47,0,134
2963,126240.0,47,0,134
4100,126240.0,47,0,134
1462,126240.0,47,0,134
2596,126240.0,47,0,134
54,126240.0,47,0,134
2963,126240.0,47,0,134
4100,126240.0,47,0,134
1462,126240.0,47,0,134
2596,126240.0,47,0,134
54,126240.0,47,0,134
2963,126240.0,47,0,134
4100,126240.0,47,0,134
1462,126240.0,47,0,134
2596,126240.0,47,0,134
54,126240.0,47,0,134
2963,126240.0,47,0,134
4100,126240.0,47,0,134
1462,126240.0,47,0,134
2596,126240.0,47,0,134
54,126240.0,47,0,134
2963,126240.0,47,0,134
4100,126240.0,47,0,134
1462,126240.0,47,0,134
2596,126240.0,47,0,134
54,126240.0,47,0,134
2963,126240.0,47,0,134
4100,126240.0,47,0,134
1462,126240.0,47,0,134
2596,126240.0,47,0,134
54,126240.0,47,0,134
2963,126240.0,47,0,134
4100,126240.0,47,0,134
1462,126240.0,47,0,134
2596,126240.0,47,0,134
54,126240.0,47,0,134
2963,126240.0,47,0,134
4100,126240.0,47,0,134
1462,126240.0,47,0,134
2596,126240.0,47,0,134
54,126240.0,47,0,134
2963,126240.0,47,0,134
4100,126240.0,47,0,134
1462,126240.0,47,0,134
2596,126240.0,47,0,134
54,126240.0,47,0,134
2963,126240.0,47,0,134
4100,126240.0,47,0,134
1462,126240.0,47,0,134
2596,126240.0,47,0,134
54,126240.0,47,0,134
2963,126240.0,47,0,134
4100,126240.0,47,0,134
1462,126240.0,47,0,134
2596,126240.0,47,0,134
54,126240.0,47,0,134
2963,126240.0,47,0,134
4100,126240.0,47,0,134
1462,126240.0,47,0,134
2596,126240.0,47,0,134
54,126240.0,47,0,134
2963,126240.0,47,0,134
4100,126240.0,47,0,134
1462,126240.0,47,0,134
2596,126240.0,47,0,134
54,126240.0,47,0,134
2963,126240.0,47,0,134
4100,126240.0,47,0,134
1462,126240.0,47,0,134
2596,126240.0,47,0,134
